Gender,Age,Daily Meal Frequency,Physical Exercise,Height,Weight,BMR,Carbs,Proteins,Fats,Calories
0,37,4,0,155,94,1717.2,361,51.69,59,2182
0,23,2,4,176,83,1831.6,225,123,79,2103
1,20,2,4,146,36,995.5,138,52,35,1075
1,31,3,0,168,79,1570.8,193,79,73,1745
0,19,3,0,163,45,1404.2,171,71,37,1301
0,22,3,0,168,91,1885.2,248,153,93,2441
0,25,3,0,184,69,1710.8,241,87,55,1807
0,21,3,0,170,65,1595.9,167,85,63,1575
0,27,4,0,169,106,2016.7,309,128,108,2720
0,21,4,4,166,58,1492.4,244,61,50,1670
1,23,4,0,157,86,1593.1,223,107,45,1725
0,37,3,0,152,91,1712.6,354,55,75,2311
0,23,4,4,164,70,1608.8,240,130,70,2110
0,24,3,0,164,104,1981.3,241,158,87,2379
0,46,3,2,171,89,1723,259,142,59,2135
0,30,3,0,168,50,1404.3,158,76,53,1413
0,23,3,3,171,75,1666.9,289,100,51,2015
1,21,2,4,165,68,1452.6,173,66,60,1496
0,24,3,0,163,48,1385.4,134,103,40,1308
0,24,3,0,168,70,1613.1,190,85,69,1721
1,38,3,0,145,97,1563.3,251,109,82,2178
1,27,3,0,146,84,1397.7,277,73,63,1967
1,22,2,0,162,59,1339.4,198,62,55,1535
0,29,2,0,169,52,1465.9,173,65,50,1402
0,19,2,0,164,80,1743.4,328,89,83,2415
1,20,3,1,163,56,1322.4,151,77,43,1299
0,21,2,3,165,78,1697.1,270,65,68,1952
0,25,3,0,178,133,2306.2,408,154,79,2959
1,24,3,0,152,46,1161.3,152,56,35,1147
1,20,2,0,156,46,1182.3,152,70,40,1248
0,20,3,1,168,52,1431.2,166,79,57,1493
0,22,2,1,161,46,1370.5,193,72,38,1402
0,25,2,3,165,121,2126.5,382,104,107,2907
0,43,4,0,158,69,1441.2,202,55,76,1712
1,24,3,0,164,51,1253.8,216,60,46,1518
1,41,3,0,141,83,1375.7,312,84,49,2025
0,23,3,0,166,108,2038,390,104,102,2894
1,24,2,0,165,62,1345,243,87,53,1797
1,26,3,0,156,85,1454.3,138,73,73,1501
0,25,3,0,154,113,1906.4,366,147,98,2934
0,32,2,0,163,120,2018.8,277,122,108,2568
0,16,3,2,177,79,1831.1,200,82,66,1722
1,27,3,3,140,73,1279.9,250,77,62,1866
0,21,4,0,164,51,1438,162,104,64,1640
0,18,3,0,155,101,1924.6,237,138,112,2508
1,34,2,0,154,74,1341.3,268,116,62,2094
1,25,4,0,157,74,1416.9,167,83,70,1630
1,19,2,3,154,47,1215.6,160,54,35,1171
1,18,2,0,169,58,1316.5,184,79,49,1493
1,21,2,1,157,50,1145.7,137,55,42,1146
1,24,2,0,154,63,1341.6,175,66,37,1297
0,21,3,0,171,45,1395.6,179,53,52,1396
0,22,3,3,165,83,1800.2,244,105,79,2107
0,22,2,3,161,56,1422.1,229,70,55,1691
0,23,2,0,169,103,1955.9,307,134,34.46,2074
1,40,3,0,155,105,1637.5,241,81,86,2062
0,24,4,0,175,69,1700.2,223,78,65,1789
0,34,3,0,153,84,1649.1,290,144,42,2114
1,23,2,0,161,65,1332.5,202,112,41,1625
0,20,3,0,169,60,1551.7,159,82,59,1495
1,25,3,0,158,44,1182.5,179,66,36,1304
1,38,3,0,144,97,1505.9,218,103,64,1860
0,23,4,0,166,51,1422.9,200,64,57,1569
0,50,3,3,166,51,1287.1,129.225,68,56,1293
1,31,3,4,169,108,1812.3,374,117,88,2756
0,20,3,0,171,51,1419,185,87,34.46,1398
0,21,2,0,165,53,1478.8,129.225,90,57,1390
0,33,4,0,162,99,1856.7,387,83,86,2654
0,35,3,0,154,89,1671.3,150,97,103,1915
0,24,2,0,154,43,1261.6,183,55,37,1285
0,22,3,0,166,50,1438.7,206,93,34.46,1506
1,34,4,1,156,98,1596.6,292,91,68,2144
0,56,2,0,175,54,1362.5,188,92,34.46,1430
0,24,3,0,159,38,1256.1,133,56,47,1179
1,18,3,0,156,84,1568.9,138,114,66,1602
1,45,3,1,160,47,1099.3,130,53,56,1236
0,25,3,4,163,80,1708.1,257,96,64,1988
1,28,2,2,162,84,1511.5,227,114,74,2030
1,25,2,1,145,56,1159.3,161,52,50,1302
1,21,4,0,143,80,1401.4,174,67,69,1585
0,21,3,0,159,46,1375.4,162,60,47,1311
1,37,3,0,153,99,1580.6,331,105,58,2266
1,23,3,0,152,43,1036.7,129.225,66,42,1159
1,25,2,3,164,68,1423.9,252,77,50,1766
0,22,2,0,168,96,1972.5,215,130,94,2226
0,45,3,0,167,51,1321.3,197,59,47,1447
1,27,3,0,160,84,1602.7,225,108,73,1989
0,24,3,4,170,49,1481.3,159,90,35,1311
0,25,3,0,170,121,2104.1,387,103,103,2887
1,18,3,0,154,54,1266,164,83,39,1339
0,20,2,0,170,100,1915.6,310,140,90,2610
0,20,2,0,166,52,1475,129.225,88,55,1364
0,21,3,1,165,65,1621.3,186,106,54,1654
0,46,3,2,169,89,1762,314,111,104,2636
1,21,4,0,160,66,1392.5,198,65,43,1439
1,20,2,0,168,67,1505.8,187,53,57,1473
1,21,2,0,174,49,1302.5,169,54,44,1288
0,26,3,0,166,95,1862.1,232,100,79,2039
0,24,2,0,168,56,1486.8,188,75,55,1547
0,24,3,0,167,47,1419.7,155,83,47,1375
0,30,4,1,170,104,1927,283,155,90,2562
0,20,3,0,168,45,1400.2,201,64,44,1456
0,33,3,0,160,117,1990.6,371,93,99,2747
1,19,3,0,156,76,1462.4,182,70,67,1611
0,28,3,0,154,103,1849.6,373,145,84,2828
0,20,4,0,179,85,1891.3,291,115,80,2344
1,22,3,0,156,42,1145.3,143,52,45,1185
1,33,2,0,170,76,1481.3,154,87,59,1495
1,38,3,0,153,81,1447.2,299,87,46,1958
0,23,3,0,164,109,1974.4,329,138,91,2687
0,22,3,2,182,61,1653.3,272,89,34.46,1754
1,22,3,0,157,61,1380.2,189,58,45,1393
0,25,2,0,173,91,1863.1,304,100,87,2399
0,23,3,0,180,111,2093.1,230,128,85,2197
1,23,3,4,160,53,1257.3,132,72,37,1149
1,27,3,0,139,71,1251.2,306,102,64,2208
0,22,2,1,170,68,1617.4,184,88,72,1736
0,34,3,0,164,51,1387.4,194,51.69,57,1496
0,26,3,3,156,87,1718.2,221,126,60,1928
1,21,3,0,158,47,1194.7,163,51.69,36,1183
0,25,4,0,172,69,1638.3,237,107,51,1835
0,39,3,0,181,82,1783.1,264,118,57,2041
0,22,3,1,167,81,1796.1,365,118,45,2337
0,22,2,4,183,72,1753,199,99,73,1849
1,20,2,2,166,63,1426,145,63,80,1552
0,21,2,1,170,56,1514,233,81,41,1625
0,26,2,1,173,99,1919.9,333,116,80,2516
1,24,3,3,169,54,1296.5,137,66,55,1307
0,37,4,2,155,94,1689.1,259,71,84,2076
1,22,3,0,154,69,1419.4,202,77,50,1566
0,26,3,1,175,77,1752.6,282,127,71,2275
0,22,2,0,169,49,1391.6,184,68,51,1467
0,21,2,0,169,69,1669.1,239,81,72,1928
0,23,2,0,171,74,1798.9,247,70,68,1880
0,25,2,3,171,76,1713.6,362,95,55,2323
1,25,2,1,156,60,1266.2,152,67,38,1218
0,26,3,1,180,68,1665.2,175,88,69,1673
0,20,3,4,175,80,1805,332,101,50,2182
0,19,4,0,156,67,1509.8,254,92,54,1870
1,43,3,0,157,86,1468.7,340,62,40,1968
1,40,3,0,157,46,1052.8,172,51.69,34.46,1205
1,22,4,0,162,56,1279.9,192,51.69,46,1389
0,18,3,0,180,71,1732.1,238,117,46,1834
1,21,3,3,164,54,1253.8,153,71,34.46,1206
0,20,3,0,155,39,1268.4,174,75,42,1374
1,23,2,0,164,66,1396.9,195,102,49,1629
0,22,3,1,179,89,1873.5,376,125,54,2490
0,20,2,0,163,56,1495.5,267,63,50,1770
0,27,4,1,162,106,1955.3,403,122,71,2739
0,38,3,4,170,50,1363.7,173,60,59,1463
1,23,3,0,133,56,1203.5,174,89,54,1538
0,23,3,1,181,78,1834.2,377,51.69,43,2102
0,22,3,0,157,113,2039.3,360,142,102,2926
1,25,2,0,170,54,1314.2,204,69,48,1524
0,21,2,3,184,72,1791,240,60,80,1920
0,28,4,4,174,81,1758.4,317,117,71,2375
1,42,3,0,141,72,1258.8,231,57,54,1638
0,25,4,0,146,82,1659.8,331,94,80,2420
0,22,4,0,174,116,2147.1,388,103,84,2720
1,36,3,0,156,75,1352.7,295,84,52,1984
1,22,3,0,157,51,1158.8,129.225,64,51,1232
0,24,4,0,177,70,1672.3,203,100,50,1662
1,27,4,0,174,102,1831.3,327,94,87,2467
1,21,3,0,139,48,1112.2,138,78,34.46,1174
1,20,4,0,160,61,1367.8,152,91,65,1557
0,23,3,0,169,65,1592.3,259,109,42,1850
0,50,3,0,167,51,1326.2,168,100,49,1513
0,21,3,2,178,71,1768.4,237,129,97,2337
0,22,2,0,168,77,1674.3,281,88,49,1917
1,28,3,2,174,66,1453.1,214,81,45,1585
0,43,3,4,174,89,1770.8,277,117,53,2053
0,24,3,0,163,43,1334.9,145,73,39,1223
0,22,2,0,174,66,1710.1,229,100,40,1676
0,26,3,0,173,53,1481.2,244,85,38,1658
0,25,3,0,169,40,1349,143,57,39,1151
0,28,3,0,167,59,1507.9,160,83,53,1449
0,24,2,1,169,67,1635.1,171,95,69,1685
0,26,3,0,174,110,2021.5,333,138,103,2811
1,23,2,0,156,62,1300.1,214,51.69,59,1594
0,22,3,0,166,116,2118.3,387,148,103,3067
0,29,3,2,168,65,1551.6,287,87,56,2000
0,31,2,0,165,46,1373.3,182,71,44,1408
0,42,4,0,169,51,1336.2,138,69,36,1152
0,22,2,1,168,90,1824.4,260,141,106,2558
1,21,4,0,154,83,1532.1,230,88,69,1893
0,25,3,0,185,70,1764.2,173,79,77,1701
1,55,3,0,161,78,1373.1,253,95,48,1824
1,21,3,1,162,76,1488.8,173,89,61,1597
0,50,4,0,156,87,1582.7,284,125,60,2176
0,22,3,0,160,65,1507.4,222,86,44,1628
0,30,3,0,173,56,1490.6,198,83,51,1583
1,25,4,0,153,93,1595.2,295,69,74,2122
0,21,3,0,165,45,1332.3,172,66,47,1375
0,22,3,3,181,94,1978.8,279,131,62,2198
0,41,4,0,164,94,1835.4,327,128,77,2513
0,18,2,0,161,45,1420.7,153,74,41,1277
0,35,4,0,151,84,1584,279,106,41,1909
1,23,2,0,153,59,1259.8,174,51.69,44,1299
0,40,3,0,157,90,1707.3,362,108,71,2519
0,22,3,1,175,76,1766.8,183,109,78,1870
0,22,3,4,169,80,1756,207,74,66,1718
0,24,4,1,170,71,1669.2,248,74,79,1999
0,24,3,3,172,63,1618.9,237,88,73,1957
0,21,3,0,159,46,1361.4,229,51.69,36,1447
0,23,2,0,159,71,1550.4,326,76,34.46,1918
1,54,3,0,160,77,1345.4,201,98,68,1808
1,20,3,0,158,46,1160.7,139,62,38,1146
1,37,3,3,157,44,1063.8,136,52,50,1202
0,26,2,0,161,48,1360.8,192,67,51,1495
1,20,3,2,153,43,1071,129.225,73,41,1178
0,22,2,0,168,109,2096,388,121,103,2963
0,23,4,1,180,70,1721.9,189,97,63,1711
0,33,3,0,161,118,1958.4,278,77,87,2203
0,24,4,0,181,79,1819.2,327,103,62,2278
1,57,2,0,161,78,1326.9,182,85,55,1563
0,42,2,0,160,68,1456.1,275,83,36,1756
1,22,4,0,141,76,1330.4,222,117,47,1779
1,34,2,0,145,55,1137.3,136,64,55,1295
1,42,3,1,135,52,982.5,175,51.69,53,1384
0,35,3,0,170,104,1915.2,259,159,64,2248
0,21,3,0,168,75,1709.4,276,125,60,2144
1,20,3,3,160,39,1141.7,129.225,51.69,35,1039
0,49,3,1,158,91,1650.8,356,91,69,2409
1,22,2,3,160,79,1506.4,261,84,79,2091
0,27,3,4,175,108,2085.6,362,151,88,2844
1,32,3,0,154,42,1072.3,136,51.69,34.46,1061
1,22,3,0,155,50,1175,161,54,45,1265
0,22,2,0,162,90,1850.8,240,142,71,2167
0,25,2,4,184,73,1753.2,250,122,74,2154
1,20,2,1,160,70,1405,243,98,42,1742
0,28,2,3,160,79,1647.2,215,115,57,1833
0,22,3,2,168,93,1889.8,266,131,87,2371
0,31,3,0,168,116,2059.3,400,95,82,2718
0,23,4,4,179,73,1722.2,191,144,54,1826
0,23,3,3,164,109,2017.7,291,143,99,2627
0,22,2,1,162,46,1371.9,194,96,39,1511
0,55,3,0,174,54,1363.8,158,86,45,1381
1,43,3,2,146,91,1445.4,236,102,70,1982
0,26,3,1,165,83,1760.4,245,120,57,1973
0,29,2,0,152,83,1643.1,281,111,60,2108
0,25,3,0,156,86,1767.9,230,103,100,2232
1,30,3,0,174,66,1497.3,232,77,47,1659
0,21,2,4,185,88,1927.8,283,158,83,2511
0,20,2,0,165,61,1548.3,257,109,67,2067
1,25,4,0,139,73,1246.1,190,59,39,1347
1,21,3,2,156,86,1579.8,221,101,77,1981
0,20,2,1,165,70,1586.6,263,85,34.46,1702
0,21,4,0,182,105,2063.1,275,121,106,2538
1,37,3,0,162,46,1118.8,129.225,82,40,1205
0,29,3,0,172,52,1456.9,233,84,45,1673
0,25,3,0,176,78,1751.8,174,90,81,1785
0,25,3,0,157,102,1880.8,365,146,97,2917
0,49,2,1,160,67,1443.3,284,62,50,1834
1,21,2,1,142,57,1210.8,193,70,39,1403
0,18,2,0,179,86,1895,253,161,35,1971
1,27,3,0,143,87,1435.4,148,115,66,1646
0,42,4,0,162,94,1716.6,376,91,96,2732
0,25,2,1,165,70,1591.9,262,93,80,2140
1,19,4,0,145,70,1346.7,187,109,69,1805
0,18,2,0,170,72,1704.4,276,121,72,2236
0,23,3,0,178,110,2073.8,393,103,84,2740
0,22,3,1,163,105,1918,379,120,98,2878
0,24,4,0,180,60,1614.9,236,110,47,1807
0,29,3,0,151,81,1594.6,203,135,72,2000
1,21,2,2,153,59,1277.1,220,59,47,1539
1,22,3,0,179,60,1463.9,158,92,56,1504
1,24,3,0,173,53,1368.6,143,65,42,1210
0,25,3,2,166,78,1732.3,220,79,65,1781
1,34,4,2,139,57,1098,129.225,76,63,1388
1,20,3,0,144,67,1294.2,176,93,46,1490
0,23,3,0,177,69,1656.9,192,120,72,1896
0,22,2,0,163,46,1352.7,149,76,58,1422
0,32,2,0,164,84,1698.7,252,132,60,2076
0,26,3,1,170,89,1841.6,190,103,80,1892
0,23,3,0,168,112,2031.4,382,153,102,3058
0,19,3,0,159,47,1312,199,60,55,1531
1,27,2,1,152,53,1217.2,170,69,40,1316
0,19,2,0,165,77,1698.4,250,95,47,1803
0,29,2,0,170,95,1867.7,358,127,50,2390
0,22,3,1,180,83,1805,236,122,82,2170
0,22,3,0,169,81,1784.6,209,102,85,2009
1,24,3,0,163,66,1358.1,181,68,58,1518
0,22,3,0,168,109,2062.4,358,154,101,2957
0,29,2,0,170,105,1958.3,240,134,76,2180
0,53,3,0,169,51,1278.2,182,83,45,1465
1,46,2,0,153,65,1226.6,147,75,48,1320
0,24,3,0,166,45,1377.4,148,89,34.46,1258
0,24,3,0,157,108,1972.1,265,141,103,2551
0,47,3,1,168,52,1282.7,204,69,48,1524
1,47,3,0,144,98,1487.3,270,70,101,2269
0,23,3,0,160,114,2054.2,383,153,102,3062
1,29,4,0,140,74,1327.4,129.225,93,71,1528
0,24,2,0,170,69,1681.2,222,121,54,1858
1,22,3,0,155,56,1280.1,210,68,35,1427
1,36,3,0,142,74,1261.9,186,89,47,1523
1,20,4,0,151,71,1423,218,76,54,1662
0,20,3,0,167,67,1602,214,119,50,1782
0,22,3,4,168,41,1369,173,57,38,1262
0,31,3,1,170,51,1428,150,51.69,57,1320
0,30,3,0,177,121,2202.8,284,166,89,2601
0,21,3,4,176,75,1733.4,165,72,78,1650
1,23,3,0,168,105,1768,252,140,64,2144
1,50,3,0,164,51,1105.7,141,67,38,1174
0,24,3,0,160,105,1936.6,321,99,100,2580
0,36,3,0,162,111,1932.4,377,153,79,2831
0,21,3,2,167,66,1604.8,274,114,55,2047
1,20,3,0,130,47,980.4,141,80,52,1352
1,31,3,0,170,75,1485.6,192,83,70,1730
0,33,4,0,157,87,1678.5,325,111,84,2500
0,23,3,0,163,40,1323.3,168,84,44,1404
0,17,2,1,179,109,2119.9,388,151,97,3029
1,32,3,0,140,82,1420.3,204,89,61,1721
0,17,3,4,170,77,1724.2,200,143,63,1939
0,29,3,0,151,80,1654.8,282,102,77,2229
0,24,3,0,170,83,1816.9,284,104,55,2047
1,22,4,0,165,91,1629,246,105,73,2061
1,38,3,0,138,80,1305.1,265,65,75,1995
1,52,2,0,142,74,1152.7,225,84,67,1839
1,21,2,0,158,58,1303.4,194,51.69,56,1487
1,23,2,3,165,64,1371,184,131,47,1683
1,29,2,0,156,76,1432.4,210,102,49,1689
1,25,4,0,160,59,1313.5,129.225,94,52,1361
0,21,3,0,167,46,1438.1,201,70,62,1642
1,23,2,0,166,60,1373.1,160,87,73,1645
1,20,3,0,162,47,1209,187,51.69,36,1279
1,19,3,2,163,82,1612.7,170,105,73,1757
0,27,4,1,179,126,2220.5,244,169,113,2669
0,55,2,0,165,43,1158.9,182,62,38,1318
0,30,3,0,175,128,2232.3,403,117,97,2953
1,28,3,0,146,96,1531.6,228,99,77,2001
1,50,2,0,156,77,1304.2,252,86,43,1739
0,30,3,0,175,76,1684.6,243,66,69,1857
1,41,3,0,142,71,1200.3,223,89,48,1680
0,25,3,4,166,62,1536.1,197,89,62,1702
1,25,3,0,145,59,1198.3,205,56,50,1494
0,69,2,0,168,77,1501.8,269,100,64,2052
0,27,3,0,159,84,1719.6,254,113,74,2134
0,45,3,1,171,65,1493.9,248,125,61,2041
0,23,3,0,161,42,1308.6,143,57,46,1214
0,16,3,4,173,70,1702.2,238,108,86,2158
0,22,3,1,179,63,1642.5,189,116,34.46,1530
1,39,3,0,158,39,1017.9,149,51.69,43,1190
0,29,2,1,175,83,1744.4,288,125,64,2228
0,24,2,1,169,67,1618.4,256,105,70,2074
0,18,3,0,168,56,1498.8,170,108,55,1607
1,46,3,3,145,102,1505.2,332,96,94,2558
1,20,4,0,165,72,1470.1,181,110,62,1722
1,16,4,0,156,84,1526.1,160,108,66,1666
0,34,4,0,169,84,1700.6,244,157,54,2090
1,16,2,0,168,55,1385.9,178,58,41,1313
0,24,4,3,173,73,1615.4,153,97,66,1594
0,27,4,0,157,89,1712.3,353,94,49,2229
1,21,3,0,155,78,1470.2,246,111,72,2076
0,23,3,0,166,45,1352.4,201,53,49,1457
1,29,3,2,147,93,1510.5,258,145,45,2017
0,22,3,1,171,73,1717.4,285,64,82,2134
0,32,2,0,169,96,1907.3,283,111,85,2341
0,24,3,1,166,65,1626.5,207,78,63,1707
1,23,2,0,154,80,1509.1,281,107,62,2110
1,20,4,4,142,86,1466.4,217,114,64,1900
1,37,3,0,159,80,1420.5,225,109,58,1858
0,24,4,3,169,95,1899.4,282,128,88,2432
1,20,3,2,159,45,1215.9,130,55,55,1235
1,45,2,1,159,46,1095.9,165,62,34.46,1218
0,34,2,0,153,86,1646,260,110,70,2110
0,62,3,0,163,98,1685.9,273,114,103,2475
0,23,3,3,159,115,2059.3,379,152,101,3033
0,28,3,0,174,54,1456.9,188,92,40,1480
1,23,3,0,141,96,1603.4,265,106,77,2177
1,21,3,0,164,53,1313.6,172,83,45,1425
1,23,3,0,163,44,1218.9,134,54,37,1085
1,24,3,0,156,98,1681.5,254,134,72,2200
0,24,2,0,169,50,1468.5,224,67,46,1578
0,21,2,0,167,93,1869.7,325,146,61,2433
0,25,2,1,174,66,1588.6,222,96,54,1758
0,41,3,0,160,92,1706.8,305,119,77,2389
1,23,3,1,156,45,1188.1,129.225,67,41,1154
1,22,3,0,157,45,1124.7,165,51.69,35,1182
0,24,2,0,167,75,1696.6,285,99,50,1986
0,32,4,0,168,108,1991.1,391,143,57,2649
0,25,3,0,166,45,1393.8,163,62,44,1296
0,25,3,0,162,115,2117.7,301,164,94,2706
1,37,2,0,154,79,1404.1,204,100,59,1747
1,30,3,0,167,48,1177.5,222,66,34.46,1462
1,21,3,0,155,57,1303.1,198,74,43,1475
1,23,3,0,153,53,1209,196,51.69,38,1333
0,25,3,1,172,77,1731.8,290,84,57,2009
0,29,2,2,160,80,1663.5,305,71,66,2098
0,28,3,0,182,139,2314.9,397,119,106,3018
1,39,2,0,160,80,1429.4,202,90,42,1546
1,47,4,0,143,73,1278.3,216,70,59,1675
0,23,3,1,165,63,1606,141,120,77,1737
0,60,3,4,163,59,1348.9,210,106,69,1885
0,36,2,0,164,53,1384.8,202,66,40,1432
1,35,3,0,141,74,1268.4,185,81,78,1766
0,51,3,0,163,58,1327.4,236,69,54,1706
0,16,4,0,156,72,1606.2,213,97,64,1816
1,21,2,0,156,48,1141.3,182,60,34.46,1278
1,35,4,2,165,69,1405.8,218,66,61,1685
0,52,3,1,161,69,1425.3,219,94,42,1630
1,43,3,0,153,99,1569.2,267,151,74,2338
1,18,4,1,148,54,1231.8,168,73,41,1333
1,22,3,0,162,60,1340.6,192,74,36,1388
1,21,2,0,141,86,1478.8,293,86,80,2236
1,39,3,1,172,66,1390.7,210,67,79,1819
0,25,2,1,160,66,1515.9,217,86,61,1761
0,20,3,0,157,101,1893,339,150,100,2856
0,27,2,0,167,133,2249.3,156,163,122.946,2383
0,51,3,0,179,91,1747.2,390,136,56,2608
0,22,3,3,169,59,1551.7,207,56,53,1529
0,25,3,0,167,127,2217.4,341,117,103,2759
1,41,2,1,164,47,1118.2,148,69,45,1273
1,31,3,0,169,65,1362.6,247,88,38,1682
0,24,3,0,170,68,1638.4,244,64,63,1799
0,22,2,1,168,76,1703.8,236,88,64,1872
0,29,4,0,176,108,2011.4,385,149,82,2874
0,24,4,4,173,87,1767.3,179,107,104,2080
0,23,3,4,176,59,1614.1,190,69,61,1585
0,24,2,0,165,74,1615.4,275,75,68,2012
1,22,3,0,162,44,1193.6,143,66,53,1313
0,23,3,0,182,60,1635,246,94,62,1918
0,44,3,0,156,53,1304.8,203,56,50,1486
1,22,4,0,143,85,1466.3,245,95,59,1891
1,21,2,0,141,86,1424.4,293,86,85,2281
0,23,3,0,166,45,1342.4,166,76,51,1427
0,20,3,1,179,74,1724.2,256,121,73,2165
1,36,3,0,144,79,1387,258,110,71,2111
1,26,4,0,141,73,1363,240,75,71,1899
1,23,2,0,156,50,1209.4,227,63,34.46,1470
1,57,2,0,153,72,1197.7,129.225,97,50,1355
1,25,2,3,166,70,1443.5,208,67,74,1766
1,25,3,0,142,72,1280.7,217,84,54,1690
0,26,4,0,168,103,1949.9,274,93,100,2368
0,25,3,0,163,108,2054.4,385,154,103,3083
0,30,3,0,173,53,1461,178,84,48,1480
0,25,3,0,169,55,1487.9,207,51.69,67,1638
1,23,3,2,160,65,1315.3,224,63,48,1580
0,18,3,4,178,76,1791.5,265,131,62,2142
1,28,3,0,173,54,1334.3,159,55,43,1243
1,27,3,0,142,90,1412.9,230,79,72,1884
1,25,3,4,166,54,1278.8,174,68,42,1346
0,27,2,0,174,73,1684.7,273,102,56,2004
0,41,3,0,160,109,1921.6,355,153,101,2941
0,20,3,0,176,72,1722.3,255,95,63,1967
0,42,2,0,167,109,1926.7,328,132,80,2560
0,29,3,2,158,89,1758.4,330,89,103,2603
1,23,3,1,163,55,1270.1,133,85,49,1313
0,24,3,1,172,102,1970.5,319,157,79,2615
0,23,4,4,172,70,1680.5,159,118,80,1828
0,26,2,0,167,68,1627.3,285,105,58,2082
0,25,2,0,177,101,1991,210,162,95,2343
1,23,3,0,159,89,1554.5,233,95,35,1627
0,21,2,0,163,44,1396,177,86,48,1484
0,29,2,0,166,48,1369.4,142,80,53,1365
1,23,2,0,154,77,1436.8,231,103,82,2074
0,28,4,0,170,107,1986.9,279,143,91,2507
0,21,2,0,171,54,1566.3,209,87,63,1751
1,22,2,0,163,59,1362.9,234,51.69,34.46,1453
1,49,3,4,139,74,1183.5,220,73,56,1676
1,22,3,1,157,56,1185.5,136,73,39,1187
0,25,2,1,161,88,1739.5,284,113,74,2254
0,27,4,0,163,103,1896,306,144,68,2412
1,33,3,0,160,80,1458.5,246,128,69,2117
0,23,4,0,174,108,2041.5,318,142,95,2695
0,23,4,4,174,86,1812.2,258,144,87,2391
1,21,2,2,161,62,1353.9,243,65,39,1583
1,25,3,0,143,94,1570.4,272,96,74,2138
0,25,3,0,163,42,1273.9,176,56,37,1261
1,23,2,0,152,51,1200.3,202,65,41,1437
0,30,4,3,178,78,1807,241,108,79,2107
1,22,3,1,151,54,1229.7,158,54,61,1397
0,22,2,0,168,96,1886.5,233,140,80,2212
0,28,2,0,156,83,1721.5,173,116,57,1669
1,21,2,0,155,53,1240.9,145,70,36,1184
1,18,3,0,145,72,1355.5,203,76,47,1539
1,49,3,2,146,94,1428.1,205,116,64,1860
1,21,3,1,153,54,1213.7,214,108,40,1648
1,26,3,0,161,48,1167.9,178,62,49,1401
1,50,3,0,141,74,1182.1,183,92,45,1505
0,22,3,2,179,78,1791.6,236,148,86,2310
0,34,4,0,155,86,1657.8,295,128,80,2412
1,23,3,0,160,76,1488.5,174,81,66,1614
0,22,2,0,163,48,1435.2,171,69,70,1590
0,25,3,0,169,40,1302.8,130,60,39,1111
0,24,3,2,168,66,1595.4,299,77,69,2125
1,37,3,0,137,91,1347.9,268,81,66,1990
0,29,3,0,175,52,1412.6,192,86,41,1481
0,27,2,1,161,84,1720.5,236,129,34.46,1770
0,28,2,3,166,96,1841,273,149,84,2444
0,21,2,0,175,73,1640.5,254,120,34.46,1806
0,28,3,0,175,124,2210.1,326,157,104,2868
1,49,3,1,164,46,1067.8,137,56,34.46,1082
0,21,2,0,162,67,1556.2,225,51.69,70,1737
0,22,3,0,160,112,2052.4,389,97,99,2835
0,24,2,2,165,86,1711.2,204,113,59,1799
1,36,3,0,143,80,1353.6,232,59,67,1767
1,47,3,0,159,101,1588.3,345,140,54,2426
0,22,4,0,183,106,2088,397,159,74,2890
1,38,2,0,160,80,1422.9,169,74,87,1755
0,24,3,1,155,108,1909.6,321,88,108,2608
0,21,3,1,167,67,1637.6,218,60,69,1733
0,61,3,3,164,96,1654.2,343,93,64,2320
1,22,3,4,162,54,1274,147,70,49,1309
0,25,3,0,164,110,2000.5,358,59,90,2478
0,24,3,0,162,101,1867.3,255,135,102,2478
1,19,3,0,159,43,1177.2,136,54,39,1111
0,18,3,2,164,46,1468.1,184,60,51,1435
1,35,4,0,160,80,1475.3,204,95,89,1997
0,22,2,0,163,76,1636.7,283,115,70,2222
0,25,3,3,169,49,1480,142,88,36,1244
1,22,2,0,136,50,1117.7,199,62,34.46,1354
1,23,2,1,160,78,1512.9,229,94,39,1643
0,28,3,0,171,50,1453.5,174,68,48,1400
1,24,3,3,162,90,1609.5,263,82,90,2190
0,23,2,0,168,49,1430.6,194,93,35,1463
0,25,2,0,168,89,1811.9,218,120,97,2225
1,21,2,2,155,44,1148.5,134,77,38,1186
1,21,3,0,154,54,1187,165,51.69,35,1182
0,25,3,2,171,79,1753.8,233,85,59,1803
0,37,3,0,156,101,1842.8,340,93,80,2452
0,21,2,0,167,61,1569.6,150,80,67,1523
0,24,3,0,182,101,1968.4,383,119,102,2926
1,22,3,0,152,69,1460.9,197,95,56,1672
0,22,3,0,168,58,1479.9,265,80,35,1695
0,36,3,0,158,104,1860.2,338,145,99,2823
0,21,3,3,168,61,1547.7,283,58,48,1796
0,43,2,2,163,69,1492.6,238,77,72,1908
0,22,4,4,174,70,1662.1,298,95,73,2229
1,19,4,0,164,49,1278.2,185,78,50,1502
1,21,4,0,161,62,1391.1,207,98,51,1679
0,19,2,0,165,40,1389.1,174,51.69,41,1272
0,21,2,1,162,69,1543.6,267,124,46,1978
0,23,3,4,167,80,1704.1,297,115,59,2179
1,21,3,0,140,51,1157.2,132,60,47,1191
1,20,3,1,174,60,1431,174,74,45,1397
